; list of available encodings, terminated by an empty line.
128.ts
256.ts
500.ts
1000.ts
1500.ts
2000.ts

; list of segments and respective offsets, sorted by encoding...
128.ts 72 3475460 1000
128.ts 73 3516667 1000
128.ts 74 3530426 666
128.ts 75 3581409 1000
128.ts 76 3651756 1000
128.ts 77 3703867 1000
128.ts 78 3750714 1041
128.ts 79 3815045 1000
128.ts 80 3895544 750
128.ts 81 3943895 1000
128.ts 82 4008414 1083
128.ts 83 4080077 1000
128.ts 84 4143280 958
128.ts 85 4189375 1541
128.ts 86 4267242 1000
128.ts 87 4323677 1000
128.ts 88 4365824 1000
128.ts 89 4404587 1000
128.ts 90 4447674 1000
128.ts 91 4490197 1000
128.ts 92 4535164 1000
128.ts 93 4575619 1000
128.ts 94 4604794 1000
128.ts 95 4641113 1000
128.ts 96 4669912 1000
128.ts 97 4711119 1000
128.ts 98 4754394 1000
128.ts 99 4796917 1000
128.ts 100 4838688 1000
128.ts 101 4876136 1000
128.ts 102 4913396 625
128.ts 103 4957236 1000
128.ts 104 5043752 1291
128.ts 105 5117108 375
128.ts 106 5135380 1291
128.ts 107 5203848 1000
128.ts 108 5258404 500
128.ts 109 5289836 1000
128.ts 110 5342700 1000
128.ts 111 5400452 1166
128.ts 112 5451436 1000
128.ts 113 5495840 958
128.ts 114 5533852 1000
128.ts 115 5583144 1375
128.ts 116 5655748 1250
128.ts 117 5703912 1000
128.ts 118 5737788 1000
128.ts 119 5787832 458
128.ts 120 5814376 1000
128.ts 121 5864232 1000
128.ts 122 5927436 1000
128.ts 123 5970900 1000
128.ts 124 6007032 1000
128.ts 125 6044292 1000
128.ts 126 6080800 1000
128.ts 127 6116556 1000
128.ts 128 6158892 1000
128.ts 129 6202920 1000
128.ts 130 6240556 1000
128.ts 131 6280072 1000
128.ts 132 6319400 1000
128.ts 133 6355532 1000
128.ts 134 6390724 1000
128.ts 135 6425916 1000
128.ts 136 6461108 958
128.ts 137 6493668 1000
128.ts 138 6545592 1000
128.ts 139 6597704 1000
128.ts 140 6650004 1000
128.ts 141 6702680 1000
128.ts 142 6751784 1000
128.ts 143 6799572 1000
128.ts 144 6848864 1000
128.ts 145 6897404 1000
128.ts 146 6946508 1000
128.ts 147 6996552 500
128.ts 148 7016704 0
256.ts 0 0 1
256.ts 1 3820 1083
256.ts 2 87326 1000
256.ts 3 162748 1000
256.ts 4 226138 1000
256.ts 5 272420 1000
256.ts 6 332802 1000
256.ts 7 380588 1000
256.ts 8 415402 1000
256.ts 9 456608 1000
256.ts 10 497250 1000
256.ts 11 538457 1000
256.ts 12 576468 1000
256.ts 13 662043 1000
256.ts 14 754198 1000
256.ts 15 863085 1000
256.ts 16 945464 1000
256.ts 17 1007727 1000
256.ts 18 1067922 1000
256.ts 19 1138269 1000
256.ts 20 1200908 1000
256.ts 21 1305659 1000
256.ts 22 1449514 1000
256.ts 23 1572501 1000
256.ts 24 1666348 1208
256.ts 25 1766963 1000
256.ts 26 1833926 1000
256.ts 27 1902205 791
256.ts 28 1957700 916
256.ts 29 2038951 1375
256.ts 30 2174910 1000
256.ts 31 2298461 1000
256.ts 32 2369372 1375
256.ts 33 2516047 541
256.ts 34 2558382 1000
256.ts 35 2611621 1291
256.ts 36 2706784 1000
256.ts 37 2783899 833
256.ts 38 2835258 1000
256.ts 39 2884737 1208
256.ts 40 2955836 1000
256.ts 41 3007383 1000
256.ts 42 3041258 1000
256.ts 43 3075321 1000
256.ts 44 3111076 1000
256.ts 45 3146079 1000
256.ts 46 3183714 1000
256.ts 47 3250865 1250
256.ts 48 3344712 1000
256.ts 49 3412803 625
256.ts 50 3457770 1000
256.ts 51 3511761 791
256.ts 52 3570828 1000
256.ts 53 3639859 1000
256.ts 54 3713590 1000
256.ts 55 3786945 1000
256.ts 56 3859736 1375
256.ts 57 3931775 1000
256.ts 58 3983510 1125
256.ts 59 4061753 1083
256.ts 60 4127588 958
256.ts 61 4177067 1000
256.ts 62 4210566 1000
256.ts 63 4249141 1000
256.ts 64 4299560 250
256.ts 65 4309183 1000
256.ts 66 4389682 1000
256.ts 67 4456269 1000
256.ts 68 4513268 958
256.ts 69 4566131 1000
256.ts 70 4612226 1833
256.ts 71 4726565 1000
256.ts 72 4780556 1000
256.ts 73 4831351 1000
256.ts 74 4896998 666
256.ts 75 4945349 1000
256.ts 76 5013816 1000
256.ts 77 5085103 1000
256.ts 78 5149246 1041
256.ts 79 5248733 1000
256.ts 80 5369464 750
256.ts 81 5432479 1000
256.ts 82 5520498 1083
256.ts 83 5636529 1000
256.ts 84 5734700 958
256.ts 85 5801475 1541
256.ts 86 5917130 1000
256.ts 87 6001953 1000
256.ts 88 6052936 1000
256.ts 89 6103355 1000
256.ts 90 6157346 1000
256.ts 91 6210397 1000
256.ts 92 6266832 1000
256.ts 93 6317439 1000
256.ts 94 6352630 1000
256.ts 95 6393649 1000
256.ts 96 6427148 1000
256.ts 97 6480387 1000
256.ts 98 6535130 1000
256.ts 99 6590249 1000
256.ts 100 6637472 1000
256.ts 101 6678868 1000
256.ts 102 6719324 625
256.ts 103 6776136 1000
256.ts 104 6902696 1291
256.ts 105 7003500 375
256.ts 106 7025720 1291
256.ts 107 7119380 1000
256.ts 108 7195932 500
256.ts 109 7244472 1000
256.ts 110 7309932 1000
256.ts 111 7387424 1166
256.ts 112 7453260 1000
256.ts 113 7503680 958
256.ts 114 7561056 1000
256.ts 115 7630464 1375
256.ts 116 7729388 1250
256.ts 117 7786200 1000
256.ts 118 7822520 1000
256.ts 119 7900764 458
256.ts 120 7941596 1000
256.ts 121 8003484 1000
256.ts 122 8089812 1000
256.ts 123 8140420 1000
256.ts 124 8179184 1000
256.ts 125 8218512 1000
256.ts 126 8257276 1000
256.ts 127 8297920 1000
256.ts 128 8357364 1000
256.ts 129 8420944 1000
256.ts 130 8467792 1000
256.ts 131 8517084 1000
256.ts 132 8564684 1000
256.ts 133 8603260 1000
256.ts 134 8640708 1000
256.ts 135 8677780 1000
256.ts 136 8715040 958
256.ts 137 8749856 1000
256.ts 138 8835620 1000
256.ts 139 8928716 1000
256.ts 140 9019180 1000
256.ts 141 9107388 1000
256.ts 142 9189204 1000
256.ts 143 9266320 1000
256.ts 144 9344188 1000
256.ts 145 9418860 1000
256.ts 146 9495036 1000
256.ts 147 9571024 500
256.ts 148 9591552 0
500.ts 0 0 1
500.ts 1 3820 1083
500.ts 2 148990 1000
500.ts 3 270472 1000
500.ts 4 356046 1000
500.ts 5 415112 1000
500.ts 6 504258 1000
500.ts 7 566708 1000
500.ts 8 603214 1000
500.ts 9 652128 1000
500.ts 10 702734 1000
500.ts 11 751649 1000
500.ts 12 793420 1000
500.ts 13 927123 1000
500.ts 14 1089402 1000
500.ts 15 1276685 1000
500.ts 16 1410952 1000
500.ts 17 1505551 1000
500.ts 18 1595450 1000
500.ts 19 1709225 1000
500.ts 20 1796116 1000
500.ts 21 1983963 1000
500.ts 22 2259230 1000
500.ts 23 2459673 1000
500.ts 24 2612364 1208
500.ts 25 2765807 1000
500.ts 26 2860970 1000
500.ts 27 2960645 791
500.ts 28 3042084 916
500.ts 29 3171087 1375
500.ts 30 3386758 1000
500.ts 31 3592277 1000
500.ts 32 3705112 1375
500.ts 33 3937891 541
500.ts 34 3999214 1000
500.ts 35 4080841 1291
500.ts 36 4228644 1000
500.ts 37 4340727 833
500.ts 38 4421038 1000
500.ts 39 4488941 1208
500.ts 40 4603468 1000
500.ts 41 4681899 1000
500.ts 42 4717466 1000
500.ts 43 4752469 1000
500.ts 44 4790668 1000
500.ts 45 4826799 1000
500.ts 46 4873082 1000
500.ts 47 4978961 1250
500.ts 48 5130712 1000
500.ts 49 5238659 625
500.ts 50 5310698 1000
500.ts 51 5387437 791
500.ts 52 5453836 1000
500.ts 53 5555579 1000
500.ts 54 5666534 1000
500.ts 55 5779369 1000
500.ts 56 5891264 1375
500.ts 57 6022899 1000
500.ts 58 6100390 1125
500.ts 59 6222249 1083
500.ts 60 6324932 958
500.ts 61 6396407 1000
500.ts 62 6430282 1000
500.ts 63 6478633 1000
500.ts 64 6543528 250
500.ts 65 6553527 1000
500.ts 66 6709978 1000
500.ts 67 6814165 1000
500.ts 68 6897672 958
500.ts 69 6969899 1000
500.ts 70 7031974 1833
500.ts 71 7200833 1000
500.ts 72 7280956 1000
500.ts 73 7358447 1000
500.ts 74 7389690 666
500.ts 75 7489929 1000
500.ts 76 7646004 1000
500.ts 77 7753387 1000
500.ts 78 7847046 1041
500.ts 79 8005753 1000
500.ts 80 8201308 750
500.ts 81 8292147 1000
500.ts 82 8420586 1083
500.ts 83 8631745 1000
500.ts 84 8806432 958
500.ts 85 8913627 1541
500.ts 86 9155618 1000
500.ts 87 9287065 1000
500.ts 88 9344252 1000
500.ts 89 9425691 1000
500.ts 90 9487578 1000
500.ts 91 9556985 1000
500.ts 92 9624888 1000
500.ts 93 9684707 1000
500.ts 94 9738322 1000
500.ts 95 9789869 1000
500.ts 96 9863976 1000
500.ts 97 9939775 1000
500.ts 98 10017266 1000
500.ts 99 10084229 1000
500.ts 100 10129948 1000
500.ts 101 10175104 1000
500.ts 102 10251844 625
500.ts 103 10312040 1000
500.ts 104 10453076 1291
500.ts 105 10603136 375
500.ts 106 10632124 1291
500.ts 107 10767332 1000
500.ts 108 10879604 500
500.ts 109 10954276 1000
500.ts 110 11043048 1000
500.ts 111 11149680 1166
500.ts 112 11248040 1000
500.ts 113 11311808 958
500.ts 114 11377832 1000
500.ts 115 11491232 1375
500.ts 116 11648436 1250
500.ts 117 11718408 1000
500.ts 118 11761496 1000
500.ts 119 11879596 458
500.ts 120 11942800 1000
500.ts 121 12026872 1000
500.ts 122 12151552 1000
500.ts 123 12213064 1000
500.ts 124 12257468 1000
500.ts 125 12301308 1000
500.ts 126 12345524 1000
500.ts 127 12395004 1000
500.ts 128 12486032 1000
500.ts 129 12587400 1000
500.ts 130 12650416 1000
500.ts 131 12714560 1000
500.ts 132 12775508 1000
500.ts 133 12818972 1000
500.ts 134 12859804 1000
500.ts 135 12900824 1000
500.ts 136 12941844 958
500.ts 137 12980796 1000
500.ts 138 13161688 1000
500.ts 139 13340512 1000
500.ts 140 13513132 1000
500.ts 141 13678984 1000
500.ts 142 13828480 1000
500.ts 143 13969328 1000
500.ts 144 14109612 1000
500.ts 145 14241060 1000
500.ts 146 14374576 1000
500.ts 147 14505460 500
500.ts 148 14526364 0
1000.ts 0 0 1
1000.ts 1 3821 1083
1000.ts 2 290368 1000
1000.ts 3 508483 1000
1000.ts 4 627522 1000
1000.ts 5 712157 1000
1000.ts 6 860524 1000
1000.ts 7 951363 1000
1000.ts 8 990690 1000
1000.ts 9 1051073 1000
1000.ts 10 1112772 1000
1000.ts 11 1173720 1000
1000.ts 12 1222260 1000
1000.ts 13 1425900 1000
1000.ts 14 1689136 1000
1000.ts 15 2041296 1000
1000.ts 16 2306412 1000
1000.ts 17 2471888 1000
1000.ts 18 2621196 1000
1000.ts 19 2832168 1000
1000.ts 20 2960984 1000
1000.ts 21 3360896 1000
1000.ts 22 3961968 1000
1000.ts 23 4322400 1000
1000.ts 24 4606504 1208
1000.ts 25 4858460 1000
1000.ts 26 5010776 1000
1000.ts 27 5174560 791
1000.ts 28 5306196 916
1000.ts 29 5532396 1375
1000.ts 30 5902040 1000
1000.ts 31 6274128 1000
1000.ts 32 6474760 1375
1000.ts 33 6861136 541
1000.ts 34 6958556 1000
1000.ts 35 7104668 1291
1000.ts 36 7368280 1000
1000.ts 37 7573424 833
1000.ts 38 7732884 1000
1000.ts 39 7836132 1208
1000.ts 40 8056128 1000
1000.ts 41 8197728 1000
1000.ts 42 8235176 1000
1000.ts 43 8272624 1000
1000.ts 44 8318344 1000
1000.ts 45 8360680 1000
1000.ts 46 8428208 1000
1000.ts 47 8615680 1250
1000.ts 48 8898656 1000
1000.ts 49 9096468 625
1000.ts 50 9222652 1000
1000.ts 51 9341128 791
1000.ts 52 9447948 1000
1000.ts 53 9617936 1000
1000.ts 54 9799768 1000
1000.ts 55 9987240 1000
1000.ts 56 10172080 1375
1000.ts 57 10393956 1000
1000.ts 58 10518072 1125
1000.ts 59 10718704 1083
1000.ts 60 10893392 958
1000.ts 61 11007168 1000
1000.ts 62 11041608 1000
1000.ts 63 11105188 1000
1000.ts 64 11199412 250
1000.ts 65 11209788 1000
1000.ts 66 11539952 1000
1000.ts 67 11715392 1000
1000.ts 68 11855112 958
1000.ts 69 11969264 1000
1000.ts 70 12059540 1833
1000.ts 71 12337064 1000
1000.ts 72 12471144 1000
1000.ts 73 12608984 1000
1000.ts 74 12669932 666
1000.ts 75 12829768 1000
1000.ts 76 13105788 1000
1000.ts 77 13289876 1000
1000.ts 78 13443132 1041
1000.ts 79 13708060 1000
1000.ts 80 14046308 750
1000.ts 81 14201632 1000
1000.ts 82 14409784 1083
1000.ts 83 14839024 1000
1000.ts 84 15182536 958
1000.ts 85 15371700 1541
1000.ts 86 15807144 1000
1000.ts 87 16032780 1000
1000.ts 88 16110836 1000
1000.ts 89 16228372 1000
1000.ts 90 16311128 1000
1000.ts 91 16402908 1000
1000.ts 92 16491492 1000
1000.ts 93 16565976 1000
1000.ts 94 16639520 1000
1000.ts 95 16711748 1000
1000.ts 96 16833984 1000
1000.ts 97 16959040 1000
1000.ts 98 17088420 1000
1000.ts 99 17190540 1000
1000.ts 100 17245284 1000
1000.ts 101 17297961 1000
1000.ts 102 17419634 625
1000.ts 103 17513671 1000
1000.ts 104 17748144 1291
1000.ts 105 17994837 375
1000.ts 106 18037926 1291
1000.ts 107 18257735 1000
1000.ts 108 18439004 500
1000.ts 109 18559925 1000
1000.ts 110 18691938 1000
1000.ts 111 18847263 1166
1000.ts 112 19028908 1000
1000.ts 113 19113169 958
1000.ts 114 19200626 1000
1000.ts 115 19453899 1375
1000.ts 116 19641184 1250
1000.ts 117 19766429 1000
1000.ts 118 19827190 1000
1000.ts 119 20031019 458
1000.ts 120 20138968 1000
1000.ts 121 20261957 1000
1000.ts 122 20457702 1000
1000.ts 123 20540271 1000
1000.ts 124 20593324 1000
1000.ts 125 20647505 1000
1000.ts 126 20701686 1000
1000.ts 127 20767899 1000
1000.ts 128 20920216 1000
1000.ts 129 21092837 1000
1000.ts 130 21193078 1000
1000.ts 131 21291815 1000
1000.ts 132 21379272 1000
1000.ts 133 21430821 1000
1000.ts 134 21476166 1000
1000.ts 135 21522263 1000
1000.ts 136 21568924 958
1000.ts 137 21640025 1000
1000.ts 138 22013994 1000
1000.ts 139 22345287 1000
1000.ts 140 22681280 1000
1000.ts 141 23004865 1000
1000.ts 142 23291602 1000
1000.ts 143 23570631 1000
1000.ts 144 23833868 1000
1000.ts 145 24077553 1000
1000.ts 146 24328382 1000
1000.ts 147 24565863 500
1000.ts 148 24585828 0
1500.ts 0 0 1
1500.ts 1 3821 1083
1500.ts 2 445468 1000
1500.ts 3 776383 1000
1500.ts 4 928510 1000
1500.ts 5 1033637 1000
1500.ts 6 1238592 1000
1500.ts 7 1352743 1000
1500.ts 8 1395078 1000
1500.ts 9 1462229 1000
1500.ts 10 1527876 1000
1500.ts 11 1598976 1000
1500.ts 12 1652028 1000
1500.ts 13 1924852 1000
1500.ts 14 2280396 1000
1500.ts 15 2808712 1000
1500.ts 16 3193960 1000
1500.ts 17 3421100 1000
1500.ts 18 3621732 1000
1500.ts 19 3925012 1000
1500.ts 20 4096128 1000
1500.ts 21 4786312 1000
1500.ts 22 5695328 1000
1500.ts 23 6213304 1000
1500.ts 24 6623932 1208
1500.ts 25 6961992 1000
1500.ts 26 7172212 1000
1500.ts 27 7401796 791
1500.ts 28 7581184 916
1500.ts 29 7892548 1375
1500.ts 30 8405072 1000
1500.ts 31 8946172 1000
1500.ts 32 9247196 1375
1500.ts 33 9766864 541
1500.ts 34 9899628 1000
1500.ts 35 10115112 1291
1500.ts 36 10492464 1000
1500.ts 37 10793864 833
1500.ts 38 11047136 1000
1500.ts 39 11186480 1208
1500.ts 40 11531684 1000
1500.ts 41 11741340 1000
1500.ts 42 11780480 1000
1500.ts 43 11819808 1000
1500.ts 44 11871544 1000
1500.ts 45 11919144 1000
1500.ts 46 12004532 1000
1500.ts 47 12270776 1250
1500.ts 48 12685916 1000
1500.ts 49 12981864 625
1500.ts 50 13163508 1000
1500.ts 51 13323532 791
1500.ts 52 13467576 1000
1500.ts 53 13709568 1000
1500.ts 54 13963028 1000
1500.ts 55 14231152 1000
1500.ts 56 14491568 1375
1500.ts 57 14804060 1000
1500.ts 58 14972168 1125
1500.ts 59 15245180 1083
1500.ts 60 15491308 958
1500.ts 61 15647196 1000
1500.ts 62 15682012 1000
1500.ts 63 15762324 1000
1500.ts 64 15883808 250
1500.ts 65 15894748 1000
1500.ts 66 16403136 1000
1500.ts 67 16644564 1000
1500.ts 68 16843692 958
1500.ts 69 16997700 1000
1500.ts 70 17114484 1833
1500.ts 71 17494656 1000
1500.ts 72 17685888 1000
1500.ts 73 17888400 1000
1500.ts 74 18126068 666
1500.ts 75 18282144 1000
1500.ts 76 18574144 1000
1500.ts 77 18831740 1000
1500.ts 78 19043840 1041
1500.ts 79 19398068 1000
1500.ts 80 19867728 750
1500.ts 81 20089980 1000
1500.ts 82 20375024 1083
1500.ts 83 21029488 1000
1500.ts 84 21538064 958
1500.ts 85 21812956 1541
1500.ts 86 22422488 1000
1500.ts 87 22734792 1000
1500.ts 88 22832588 1000
1500.ts 89 22984716 1000
1500.ts 90 23085520 1000
1500.ts 91 23195912 1000
1500.ts 92 23301040 1000
1500.ts 93 23390940 1000
1500.ts 94 23483472 1000
1500.ts 95 23575628 1000
1500.ts 96 23746180 1000
1500.ts 97 23921996 1000
1500.ts 98 24104016 1000
1500.ts 99 24242420 1000
1500.ts 100 24305624 1000
1500.ts 101 24365445 1000
1500.ts 102 24531674 625
1500.ts 103 24656355 1000
1500.ts 104 24985580 1291
1500.ts 105 25329469 375
1500.ts 106 25385154 1291
1500.ts 107 25698587 1000
1500.ts 108 25954116 500
1500.ts 109 26118277 1000
1500.ts 110 26291462 1000
1500.ts 111 26489839 1166
1500.ts 112 26770560 1000
1500.ts 113 26878885 958
1500.ts 114 26991534 1000
1500.ts 115 27342191 1375
1500.ts 116 27594336 1250
1500.ts 117 27749661 1000
1500.ts 118 27826402 1000
1500.ts 119 28117839 458
1500.ts 120 28269404 1000
1500.ts 121 28430745 1000
1500.ts 122 28691726 1000
1500.ts 123 28793659 1000
1500.ts 124 28856676 1000
1500.ts 125 28921385 1000
1500.ts 126 28986470 1000
1500.ts 127 29068475 1000
1500.ts 128 29286216 1000
1500.ts 129 29526141 1000
1500.ts 130 29667366 1000
1500.ts 131 29807463 1000
1500.ts 132 29925752 1000
1500.ts 133 29984257 1000
1500.ts 134 30034866 1000
1500.ts 135 30085663 1000
1500.ts 136 30138152 958
1500.ts 137 30230121 1000
1500.ts 138 30789082 1000
1500.ts 139 31297659 1000
1500.ts 140 31802852 1000
1500.ts 141 32234913 1000
1500.ts 142 32625238 1000
1500.ts 143 33016127 1000
1500.ts 144 33374304 1000
1500.ts 145 33741317 1000
1500.ts 146 34091410 1000
1500.ts 147 34428155 500
1500.ts 148 34448496 0
2000.ts 0 0 1
2000.ts 1 3821 1083
2000.ts 2 605268 1000
2000.ts 3 1058383 1000
2000.ts 4 1237206 1000
2000.ts 5 1360381 1000
2000.ts 6 1622864 1000
2000.ts 7 1756191 1000
2000.ts 8 1800406 1000
2000.ts 9 1872445 1000
2000.ts 10 1943356 1000
2000.ts 11 2025172 1000
2000.ts 12 2083488 1000
2000.ts 13 2421360 1000
2000.ts 14 2861692 1000
2000.ts 15 3581016 1000
2000.ts 16 4087524 1000
2000.ts 17 4374448 1000
2000.ts 18 4623772 1000
2000.ts 19 5018608 1000
2000.ts 20 5233528 1000
2000.ts 21 6246696 1000
2000.ts 22 7451248 1000
2000.ts 23 8118872 1000
2000.ts 24 8645872 1208
2000.ts 25 9063456 1000
2000.ts 26 9332332 1000
2000.ts 27 9627904 791
2000.ts 28 9853728 916
2000.ts 29 10243300 1375
2000.ts 30 10870316 1000
2000.ts 31 11557868 1000
2000.ts 32 11975264 1375
2000.ts 33 12623900 541
2000.ts 34 12787120 1000
2000.ts 35 13080248 1291
2000.ts 36 13589576 1000
2000.ts 37 13993624 833
2000.ts 38 14354432 1000
2000.ts 39 14532692 1208
2000.ts 40 15023408 1000
2000.ts 41 15312212 1000
2000.ts 42 15353044 1000
2000.ts 43 15395192 1000
2000.ts 44 15453320 1000
2000.ts 45 15506560 1000
2000.ts 46 15609432 1000
2000.ts 47 15955952 1250
2000.ts 48 16497804 1000
2000.ts 49 16893204 625
2000.ts 50 17130872 1000
2000.ts 51 17323984 791
2000.ts 52 17489648 1000
2000.ts 53 17811352 1000
2000.ts 54 18139260 1000
2000.ts 55 18494804 1000
2000.ts 56 18837000 1375
2000.ts 57 19257216 1000
2000.ts 58 19467060 1125
2000.ts 59 19810384 1083
2000.ts 60 20129080 958
2000.ts 61 20325764 1000
2000.ts 62 20360956 1000
2000.ts 63 20457436 1000
2000.ts 64 20603548 250
2000.ts 65 20615052 1000
2000.ts 66 21282676 1000
2000.ts 67 21591784 1000
2000.ts 68 21853328 958
2000.ts 69 22039484 1000
2000.ts 70 22185220 1833
2000.ts 71 22663528 1000
2000.ts 72 22910220 1000
2000.ts 73 23177592 1000
2000.ts 74 23482376 666
2000.ts 75 23677932 1000
2000.ts 76 24047764 1000
2000.ts 77 24373228 1000
2000.ts 78 24640412 1041
2000.ts 79 25064576 1000
2000.ts 80 25648916 750
2000.ts 81 25936592 1000
2000.ts 82 26287248 1083
2000.ts 83 27142308 1000
2000.ts 84 27816512 958
2000.ts 85 28182208 1541
2000.ts 86 28975604 1000
2000.ts 87 29374576 1000
2000.ts 88 29492300 1000
2000.ts 89 29676200 1000
2000.ts 90 29795240 1000
2000.ts 91 29925372 1000
2000.ts 92 30047044 1000
2000.ts 93 30150104 1000
2000.ts 94 30262000 1000
2000.ts 95 30373144 1000
2000.ts 96 30596336 1000
2000.ts 97 30825168 1000
2000.ts 98 31067912 1000
2000.ts 99 31243164 1000
2000.ts 100 31314640 1000
2000.ts 101 31383485 1000
2000.ts 102 31602166 625
2000.ts 103 31758995 1000
2000.ts 104 32179588 1291
2000.ts 105 32620861 375
2000.ts 106 32689142 1291
2000.ts 107 33094507 1000
2000.ts 108 33422228 500
2000.ts 109 33625869 1000
2000.ts 110 33838346 1000
2000.ts 111 34079023 1166
2000.ts 112 34456564 1000
2000.ts 113 34588765 958
2000.ts 114 34722846 1000
2000.ts 115 35058651 1375
2000.ts 116 35515528 1250
2000.ts 117 35648293 1000
2000.ts 118 35737630 1000
2000.ts 119 36116299 458
2000.ts 120 36309600 1000
2000.ts 121 36507413 1000
2000.ts 122 36823854 1000
2000.ts 123 36944775 1000
2000.ts 124 37020200 1000
2000.ts 125 37096001 1000
2000.ts 126 37172178 1000
2000.ts 127 37269599 1000
2000.ts 128 37558216 1000
2000.ts 129 37867325 1000
2000.ts 130 38054610 1000
2000.ts 131 38238699 1000
2000.ts 132 38390452 1000
2000.ts 133 38455725 1000
2000.ts 134 38511974 1000
2000.ts 135 38566531 1000
2000.ts 136 38624472 958
2000.ts 137 38734113 1000
2000.ts 138 39457386 1000
2000.ts 139 40132907 1000
2000.ts 140 40754660 1000
2000.ts 141 41290121 1000
2000.ts 142 41815242 1000
2000.ts 143 42288851 1000
2000.ts 144 42717152 1000
2000.ts 145 43209937 1000
2000.ts 146 43627334 1000
2000.ts 147 44044355 500
2000.ts 148 44065072 0
